#     time           flux       flux_err 
  25.073036971     9.20691     1.00571 
  25.093471593    11.59845     1.00625 
  25.113906115    12.07121     1.00635 
  25.134340537    12.38893     1.00632 
  25.154775160    14.93043     1.00687 
  25.175209682    15.48474     1.00697 
  25.195644105    19.53139     1.00791 
  25.216078728    18.50992     1.00743 
  25.236513151    20.66780     1.00787 
  25.256947674    23.11853     1.00840 
  25.931287099    27.75021     1.00995 
  25.951721526    28.61630     1.00997 
  25.972156153    27.99712     1.00989 
  25.992590680    27.87031     1.00991 
  26.013025107    26.49361     1.00952 
  26.033459735    25.15812     1.00941 
  26.053894262    24.91886     1.00950 
  26.074328690    24.23223     1.00928 
  26.094763318    24.37375     1.00904 
  26.115197845    26.40921     1.00969 
  26.135632273    22.14662     1.00866 
  26.156066901    24.11720     1.00894 
  26.176501430    22.18843     1.00874 
  26.196935858    22.36506     1.00877 
  26.217370486    22.86973     1.00877 
  26.237805015    21.97361     1.00860 
  26.932579049    -3.07757     1.00008 
  26.953013481    -1.11292     1.00059 
  26.973448113    -2.61609     1.00015 
  26.993882646    -3.68264     0.99996 
  27.014317079    -0.01764     1.00062 
  27.034751711    -3.43452     0.99987 
  27.055186244    -0.80527     1.00052 
  27.075620777    -6.46968     0.99924 
  27.096055310    -6.10043     0.99940 
  27.116489843    -6.64442     0.99928 
  27.136924376    -7.31358     0.99923 
  27.157358910    -5.33061     0.99943 
  27.177793443    -5.80060     0.99924 
  27.218662411     3.89953     1.00431 
  27.239097044    -3.24766     0.99985 
  27.933871255   -35.95044     0.99282 
  27.954305793   -35.23611     0.99300 
  27.974740430   -34.81403     0.99294 
  27.995174868   -31.87540     0.99371 
  28.015609406   -34.03647     0.99332 
  28.036044043   -32.31727     0.99341 
  28.056478481   -31.38243     0.99383 
  28.076913019   -31.21863     0.99377 
  28.097347657   -29.37296     0.99397 
  28.117782096   -28.63858     0.99410 
  28.158651272   -30.55979     0.99404 
  28.179085811   -25.94807     0.99503 
  28.199520250   -25.64601     0.99498 
  28.219954888   -23.31486     0.99545 
  28.240389427   -22.91507     0.99542 
  28.914729264    17.84523     1.00769 
  28.935163906    15.54238     1.00715 
  28.955598348    15.27594     1.00722 
  28.976032891    19.01063     1.00784 
  28.996467533    18.54407     1.00763 
  29.016901975    18.38457     1.00775 
  29.037336518    19.45929     1.00800 
  29.057771061    17.93169     1.00759 
  29.078205604    20.51982     1.00821 
  29.098640147    19.94460     1.00809 
  29.119074790    19.92146     1.00795 
  29.139509233    22.93201     1.00878 
  29.159943776    22.38166     1.00861 
  29.180378419    20.74548     1.00815 
  29.200812863    21.55213     1.00840 
  29.221247406    24.10378     1.00889 
  29.241682050    22.74171     1.00878 
  29.916022041    20.37227     1.00779 
  29.936456587    20.17113     1.00764 
  29.956891234    20.69352     1.00773 
  29.977325681    18.44634     1.00728 
  29.997760228    20.77826     1.00764 
  30.018194875    18.30826     1.00744 
  30.038629322    15.75686     1.00692 
  30.059063870    16.22006     1.00701 
  30.079498517    15.51167     1.00687 
  30.099932965    14.24466     1.00659 
  30.120367512    13.80064     1.00643 
  30.140802160    15.46684     1.00654 
  30.161236607    13.11358     1.00608 
  30.181671155    13.47200     1.00605 
  30.202105803    11.43017     1.00573 
  30.222540251    13.02591     1.00602 
  30.242974799    11.37038     1.00562 
  30.917315136   -16.81464     0.99658 
  30.937749587   -19.37928     0.99587 
  30.958184138   -20.06402     0.99578 
  30.978618789   -19.26099     0.99577 
  30.999053240   -21.02569     0.99543 
  31.019487792   -24.01078     0.99483 
  31.039922443   -23.66519     0.99498 
  31.060356895   -25.55576     0.99452 
  31.080791446   -28.94658     0.99379 
  31.101226098   -27.11778     0.99422 
  31.121660650   -30.30943     0.99343 
  31.142095102   -31.35740     0.99326 
  31.162529754   -32.74382     0.99284 
  31.182964206   -34.22806     0.99259 
  31.203398758   -34.63465     0.99239 
  31.223833410   -35.24833     0.99233 
  32.919898027    27.06900     1.01111 
  32.940332686    26.93573     1.01112 
  32.960767245    26.95681     1.01086 
  32.981201704    29.36264     1.01132 
  33.001636363    27.18316     1.01086 
  33.022070922    25.64334     1.01035 
  33.042505481    28.38668     1.01098 
  33.062940041    26.91052     1.01062 
  33.083374600    28.67231     1.01091 
  33.103809160    27.21482     1.01057 
  33.124243719    29.42923     1.01106 
  33.144678279    29.40307     1.01086 
  33.165112838    27.82566     1.01050 
  33.185547498    27.34112     1.01028 
  33.205981958    27.98663     1.01072 
  33.226416518    26.49954     1.01013 
  33.900757135    11.81259     1.00588 
  33.921191697    12.83346     1.00598 
  33.941626260    11.25716     1.00587 
  33.962060822    10.67842     1.00591 
  33.982495385     9.55422     1.00559 
  34.002929947     9.86523     1.00549 
  34.023364510     8.22441     1.00516 
  34.043799073     5.86900     1.00475 
  34.064233536     8.12393     1.00527 
  34.084668199     5.06898     1.00452 
  34.105102761     4.50951     1.00444 
  34.125537224     3.40063     1.00425 
  34.145971888     3.39865     1.00409 
  34.166406451    -0.45305     1.00027 
  34.186840914    -1.30977     1.00016 
  34.207275577    -2.41538     0.99980 
  34.227710141    -1.25428     1.00028 
  34.902050768   -46.74285     0.99002 
  34.942919999   -46.16334     0.99022 
  34.963354465   -45.20347     0.99052 
