Count of kepoi_name,Column Labels,,,,,,
Row Labels,CANDIDATE,CONFIRMED,FALSE POSITIVE,Grand Total,,temp,fraction
3.956,,,1,1,,3.956,#REF!
3.957,1,,,1,,3.957,#REF!
3.958,,1,1,2,,3.958,#REF!
3.959,,,4,4,,3.959,#REF!
3.96,2,,4,6,,3.96,#REF!
3.961,1,,2,3,,3.961,#REF!
3.962,1,,2,3,,3.962,#REF!
3.963,2,4,1,7,,3.963,#REF!
3.964,2,1,3,6,,3.964,#REF!
3.965,1,,1,2,,3.965,#REF!
3.966,1,,2,3,,3.966,#REF!
3.967,1,,2,3,,3.967,#REF!
3.968,1,1,,2,,3.968,#REF!
3.969,,,2,2,,3.969,#REF!
3.97,,1,4,5,,3.97,#REF!
3.971,1,,6,7,,3.971,#REF!
3.972,2,3,1,6,,3.972,#REF!
3.973,3,2,4,9,,3.973,#REF!
3.974,,1,1,2,,3.974,#REF!
3.975,,,1,1,,3.975,#REF!
3.976,2,1,,3,,3.976,#REF!
3.977,,,1,1,,3.977,#REF!
3.978,1,,3,4,,3.978,#REF!
3.979,,,1,1,,3.979,#REF!
3.98,2,2,,4,,3.98,#REF!
3.982,,,2,2,,3.982,#REF!
3.983,,1,1,2,,3.983,#REF!
3.984,,,2,2,,3.984,#REF!
3.985,3,1,3,7,,3.985,#REF!
3.986,,,4,4,,3.986,#REF!
3.987,1,1,,2,,3.987,#REF!
3.988,1,,2,3,,3.988,#REF!
3.989,1,,3,4,,3.989,#REF!
3.99,1,,,1,,3.99,#REF!
3.991,2,,1,3,,3.991,#REF!
3.992,,1,2,3,,3.992,#REF!
3.993,3,1,2,6,,3.993,#REF!
3.994,,,1,1,,3.994,#REF!
3.996,,,1,1,,3.996,#REF!
3.997,,,3,3,,3.997,#REF!
3.998,,1,3,4,,3.998,#REF!
3.999,2,,2,4,,3.999,#REF!
4.001,1,,1,2,,4.001,#REF!
4.002,3,1,1,5,,4.002,#REF!
4.003,,,3,3,,4.003,#REF!
4.004,1,2,2,5,,4.004,#REF!
4.005,,2,1,3,,4.005,#REF!
4.006,,,1,1,,4.006,#REF!
4.007,1,1,2,4,,4.007,#REF!
4.008,,,2,2,,4.008,#REF!
4.009,,,3,3,,4.009,#REF!
4.01,,1,2,3,,4.01,#REF!
4.012,1,,2,3,,4.012,#REF!
4.013,1,3,4,8,,4.013,#REF!
4.014,,1,4,5,,4.014,#REF!
4.016,1,1,1,3,,4.016,#REF!
4.017,,4,,4,,4.017,#REF!
4.018,2,,4,6,,4.018,#REF!
4.019,2,2,,4,,4.019,#REF!
4.02,,1,3,4,,4.02,#REF!
4.021,1,,1,2,,4.021,#REF!
4.022,,5,,5,,4.022,#REF!
4.023,1,,2,3,,4.023,#REF!
4.024,2,2,4,8,,4.024,#REF!
4.025,2,1,3,6,,4.025,#REF!
4.026,2,1,2,5,,4.026,#REF!
4.027,2,,,2,,4.027,#REF!
4.028,,,3,3,,4.028,#REF!
4.029,,1,2,3,,4.029,#REF!
4.03,,1,,1,,4.03,#REF!
4.031,,1,2,3,,4.031,#REF!
4.032,,,1,1,,4.032,#REF!
4.033,,,2,2,,4.033,#REF!
4.034,1,,,1,,4.034,#REF!
4.035,1,,3,4,,4.035,#REF!
4.036,2,,3,5,,4.036,#REF!
4.037,2,3,2,7,,4.037,#REF!
4.038,3,1,4,8,,4.038,#REF!
4.039,1,2,1,4,,4.039,#REF!
4.04,3,2,5,10,,4.04,#REF!
4.041,,1,3,4,,4.041,#REF!
4.042,,2,1,3,,4.042,#REF!
4.043,,,2,2,,4.043,#REF!
4.044,2,,2,4,,4.044,#REF!
4.045,3,2,1,6,,4.045,#REF!
4.046,1,2,3,6,,4.046,#REF!
4.047,1,1,1,3,,4.047,#REF!
4.048,,,1,1,,4.048,#REF!
4.049,1,1,,2,,4.049,#REF!
4.05,,5,4,9,,4.05,#REF!
4.051,1,,4,5,,4.051,#REF!
4.052,,,4,4,,4.052,#REF!
4.053,,,2,2,,4.053,#REF!
4.054,1,,1,2,,4.054,#REF!
4.055,2,,2,4,,4.055,#REF!
4.056,,1,1,2,,4.056,#REF!
4.057,,2,1,3,,4.057,#REF!
4.058,,,2,2,,4.058,#REF!
4.059,1,,2,3,,4.059,#REF!
4.06,1,,2,3,,4.06,#REF!
4.061,,3,1,4,,4.061,#REF!
4.062,1,1,1,3,,4.062,#REF!
4.063,1,,2,3,,4.063,#REF!
4.064,,,3,3,,4.064,#REF!
4.065,3,3,,6,,4.065,#REF!
4.066,,2,4,6,,4.066,#REF!
4.067,,,3,3,,4.067,#REF!
4.068,,,2,2,,4.068,#REF!
4.069,2,4,7,13,,4.069,#REF!
4.07,1,,4,5,,4.07,#REF!
4.071,1,,3,4,,4.071,#REF!
4.072,3,2,2,7,,4.072,#REF!
4.073,1,1,3,5,,4.073,#REF!
4.074,,1,3,4,,4.074,#REF!
4.075,1,,3,4,,4.075,#REF!
4.076,2,1,,3,,4.076,#REF!
4.077,2,1,2,5,,4.077,#REF!
4.078,1,,1,2,,4.078,#REF!
4.079,,1,1,2,,4.079,#REF!
4.08,,1,7,8,,4.08,#REF!
4.081,,,3,3,,4.081,#REF!
4.082,1,,2,3,,4.082,#REF!
4.083,2,2,2,6,,4.083,#REF!
4.084,2,1,6,9,,4.084,#REF!
4.085,,,4,4,,4.085,#REF!
4.086,1,,2,3,,4.086,#REF!
4.087,1,3,3,7,,4.087,#REF!
4.088,,4,2,6,,4.088,#REF!
4.089,,,2,2,,4.089,#REF!
4.09,2,3,1,6,,4.09,#REF!
4.091,,5,3,8,,4.091,#REF!
4.093,2,4,1,7,,4.093,#REF!
4.094,2,1,3,6,,4.094,#REF!
4.095,,,1,1,,4.095,#REF!
4.096,,1,1,2,,4.096,#REF!
4.097,,1,3,4,,4.097,#REF!
4.098,1,,1,2,,4.098,#REF!
4.099,,,2,2,,4.099,#REF!
4.1,1,1,2,4,,4.1,#REF!
4.101,2,2,4,8,,4.101,#REF!
4.102,,,3,3,,4.102,#REF!
4.103,1,1,5,7,,4.103,#REF!
4.104,,,2,2,,4.104,#REF!
4.105,1,2,1,4,,4.105,#REF!
4.106,2,3,5,10,,4.106,#REF!
4.107,,2,6,8,,4.107,#REF!
4.108,4,3,,7,,4.108,#REF!
4.109,2,,2,4,,4.109,#REF!
4.11,,,1,1,,4.11,#REF!
4.111,,,4,4,,4.111,#REF!
4.112,2,1,3,6,,4.112,#REF!
4.113,,,1,1,,4.113,#REF!
4.114,1,,7,8,,4.114,#REF!
4.115,1,3,3,7,,4.115,#REF!
4.116,1,,3,4,,4.116,#REF!
4.117,4,5,1,10,,4.117,#REF!
4.118,1,2,1,4,,4.118,#REF!
4.119,,,2,2,,4.119,#REF!
4.12,1,1,5,7,,4.12,#REF!
4.121,1,,4,5,,4.121,#REF!
4.122,,4,,4,,4.122,#REF!
4.123,4,3,2,9,,4.123,#REF!
4.125,2,,1,3,,4.125,#REF!
4.126,,,2,2,,4.126,#REF!
4.127,2,4,5,11,,4.127,#REF!
4.128,1,2,2,5,,4.128,#REF!
4.129,,1,3,4,,4.129,#REF!
4.13,,1,1,2,,4.13,#REF!
4.132,1,1,2,4,,4.132,#REF!
4.133,4,3,4,11,,4.133,#REF!
4.134,,1,2,3,,4.134,#REF!
4.135,1,,5,6,,4.135,#REF!
4.136,3,4,1,8,,4.136,#REF!
4.137,2,,5,7,,4.137,#REF!
4.138,,,4,4,,4.138,#REF!
4.139,4,1,2,7,,4.139,#REF!
4.14,1,,1,2,,4.14,#REF!
4.141,,,3,3,,4.141,#REF!
4.142,1,,1,2,,4.142,#REF!
4.143,,,3,3,,4.143,#REF!
4.144,2,2,4,8,,4.144,#REF!
4.145,1,,4,5,,4.145,#REF!
4.146,,,5,5,,4.146,#REF!
4.147,,1,3,4,,4.147,#REF!
4.148,2,3,2,7,,4.148,#REF!
4.149,1,4,1,6,,4.149,#REF!
4.15,1,1,2,4,,4.15,#REF!
4.151,3,3,5,11,,4.151,#REF!
4.152,,4,3,7,,4.152,#REF!
4.153,1,,,1,,4.153,#REF!
4.154,1,3,2,6,,4.154,#REF!
4.155,1,,9,10,,4.155,#REF!
4.156,1,,2,3,,4.156,#REF!
4.157,,2,,2,,4.157,#REF!
4.158,1,,4,5,,4.158,#REF!
4.159,,5,3,8,,4.159,#REF!
4.16,3,3,5,11,,4.16,#REF!
4.161,2,1,2,5,,4.161,#REF!
4.162,2,2,3,7,,4.162,#REF!
4.163,2,2,3,7,,4.163,#REF!
4.164,,1,1,2,,4.164,#REF!
4.165,1,,3,4,,4.165,#REF!
4.166,,,2,2,,4.166,#REF!
4.167,,,4,4,,4.167,#REF!
4.168,3,3,3,9,,4.168,#REF!
4.169,,7,2,9,,4.169,#REF!
4.17,1,1,5,7,,4.17,#REF!
4.171,2,,4,6,,4.171,#REF!
4.172,1,2,1,4,,4.172,#REF!
4.173,4,2,1,7,,4.173,#REF!
4.174,,,2,2,,4.174,#REF!
4.175,3,2,3,8,,4.175,#REF!
4.176,1,,9,10,,4.176,#REF!
4.177,,2,1,3,,4.177,#REF!
4.178,4,3,7,14,,4.178,#REF!
4.179,3,,2,5,,4.179,#REF!
4.181,,2,2,4,,4.181,#REF!
4.182,,,2,2,,4.182,#REF!
4.183,2,1,3,6,,4.183,#REF!
4.184,,1,1,2,,4.184,#REF!
4.185,2,4,2,8,,4.185,#REF!
4.186,1,,4,5,,4.186,#REF!
4.187,,,2,2,,4.187,#REF!
4.188,,3,1,4,,4.188,#REF!
4.189,4,1,,5,,4.189,#REF!
4.19,1,2,1,4,,4.19,#REF!
4.191,3,11,3,17,,4.191,#REF!
4.192,1,3,3,7,,4.192,#REF!
4.193,5,1,5,11,,4.193,#REF!
4.194,,4,2,6,,4.194,#REF!
4.195,2,,2,4,,4.195,#REF!
4.196,1,3,5,9,,4.196,#REF!
4.197,,4,,4,,4.197,#REF!
4.198,2,3,3,8,,4.198,#REF!
4.199,2,1,4,7,,4.199,#REF!
4.2,,4,3,7,,4.2,#REF!
4.201,,1,3,4,,4.201,#REF!
4.202,,6,,6,,4.202,#REF!
4.203,1,,1,2,,4.203,#REF!
4.204,,3,2,5,,4.204,#REF!
4.205,,,2,2,,4.205,#REF!
4.206,2,,2,4,,4.206,#REF!
4.207,1,1,4,6,,4.207,#REF!
4.208,1,,6,7,,4.208,#REF!
4.209,3,1,3,7,,4.209,#REF!
4.21,,1,1,2,,4.21,#REF!
4.211,2,,2,4,,4.211,#REF!
4.212,3,2,6,11,,4.212,#REF!
4.213,,2,2,4,,4.213,#REF!
4.214,,,3,3,,4.214,#REF!
4.215,1,2,2,5,,4.215,#REF!
4.216,,,1,1,,4.216,#REF!
4.217,1,1,4,6,,4.217,#REF!
4.218,1,7,1,9,,4.218,#REF!
4.219,2,,1,3,,4.219,#REF!
4.22,3,7,5,15,,4.22,#REF!
4.221,1,7,2,10,,4.221,#REF!
4.222,,1,2,3,,4.222,#REF!
4.223,1,1,4,6,,4.223,#REF!
4.224,2,4,3,9,,4.224,#REF!
4.225,1,,4,5,,4.225,#REF!
4.226,,,4,4,,4.226,#REF!
4.227,3,2,1,6,,4.227,#REF!
4.228,4,,2,6,,4.228,#REF!
4.229,1,1,2,4,,4.229,#REF!
4.23,1,,3,4,,4.23,#REF!
4.231,,,3,3,,4.231,#REF!
4.232,1,1,3,5,,4.232,#REF!
4.233,2,1,2,5,,4.233,#REF!
4.234,,5,,5,,4.234,#REF!
4.235,,2,2,4,,4.235,#REF!
4.236,1,2,1,4,,4.236,#REF!
4.237,1,4,2,7,,4.237,#REF!
4.238,2,4,1,7,,4.238,#REF!
4.239,2,1,3,6,,4.239,#REF!
4.24,1,2,1,4,,4.24,#REF!
4.241,1,2,4,7,,4.241,#REF!
4.242,1,2,2,5,,4.242,#REF!
4.243,2,3,5,10,,4.243,#REF!
4.244,5,5,3,13,,4.244,#REF!
4.245,,,1,1,,4.245,#REF!
4.246,1,2,2,5,,4.246,#REF!
4.247,4,5,3,12,,4.247,#REF!
4.248,3,,2,5,,4.248,#REF!
4.249,,3,5,8,,4.249,#REF!
4.25,2,2,6,10,,4.25,#REF!
4.251,2,4,1,7,,4.251,#REF!
4.252,2,1,1,4,,4.252,#REF!
4.253,1,1,,2,,4.253,#REF!
4.254,,3,1,4,,4.254,#REF!
4.255,1,1,2,4,,4.255,#REF!
4.256,3,1,3,7,,4.256,#REF!
4.257,2,2,3,7,,4.257,#REF!
4.258,3,,2,5,,4.258,#REF!
4.259,1,1,2,4,,4.259,#REF!
4.26,1,5,2,8,,4.26,#REF!
4.261,1,3,1,5,,4.261,#REF!
4.262,1,,1,2,,4.262,#REF!
4.263,5,5,,10,,4.263,#REF!
4.264,1,6,4,11,,4.264,#REF!
4.265,1,4,3,8,,4.265,#REF!
4.266,4,7,1,12,,4.266,#REF!
4.267,,2,2,4,,4.267,#REF!
4.268,,1,1,2,,4.268,#REF!
4.269,5,10,3,18,,4.269,#REF!
4.27,4,2,1,7,,4.27,#REF!
4.271,1,4,7,12,,4.271,#REF!
4.272,1,2,1,4,,4.272,#REF!
4.273,1,,4,5,,4.273,#REF!
4.274,1,8,1,10,,4.274,#REF!
4.275,5,2,4,11,,4.275,#REF!
4.276,3,3,4,10,,4.276,#REF!
4.277,,,3,3,,4.277,#REF!
4.278,3,3,6,12,,4.278,#REF!
4.279,1,6,2,9,,4.279,#REF!
4.28,1,3,1,5,,4.28,#REF!
4.281,1,4,5,10,,4.281,#REF!
4.282,2,3,3,8,,4.282,#REF!
4.283,1,3,6,10,,4.283,#REF!
4.284,2,9,2,13,,4.284,#REF!
4.285,2,6,1,9,,4.285,#REF!
4.286,,,4,4,,4.286,#REF!
4.287,1,6,1,8,,4.287,#REF!
4.288,5,1,1,7,,4.288,#REF!
4.289,,,2,2,,4.289,#REF!
4.29,4,3,2,9,,4.29,#REF!
4.291,,1,3,4,,4.291,#REF!
4.292,4,,4,8,,4.292,#REF!
4.293,1,3,4,8,,4.293,#REF!
4.294,1,1,2,4,,4.294,#REF!
4.296,2,,6,8,,4.296,#REF!
4.297,5,2,4,11,,4.297,#REF!
4.298,2,1,,3,,4.298,#REF!
4.299,2,2,4,8,,4.299,#REF!
4.3,1,2,4,7,,4.3,#REF!
4.301,1,2,5,8,,4.301,#REF!
4.302,,2,2,4,,4.302,#REF!
4.303,2,6,3,11,,4.303,#REF!
4.304,2,5,1,8,,4.304,#REF!
4.305,,2,3,5,,4.305,#REF!
4.306,5,1,2,8,,4.306,#REF!
4.307,,2,5,7,,4.307,#REF!
4.308,2,3,4,9,,4.308,#REF!
4.309,2,5,1,8,,4.309,#REF!
4.31,1,,1,2,,4.31,#REF!
4.311,1,,6,7,,4.311,#REF!
4.312,,,2,2,,4.312,#REF!
4.313,1,2,1,4,,4.313,#REF!
4.314,2,5,2,9,,4.314,#REF!
4.315,2,3,4,9,,4.315,#REF!
4.316,2,3,3,8,,4.316,#REF!
4.317,,7,1,8,,4.317,#REF!
4.318,2,,4,6,,4.318,#REF!
4.319,2,3,2,7,,4.319,#REF!
4.32,1,2,3,6,,4.32,#REF!
4.321,2,2,7,11,,4.321,#REF!
4.322,3,9,3,15,,4.322,#REF!
4.323,3,3,3,9,,4.323,#REF!
4.324,1,3,2,6,,4.324,#REF!
4.325,,,7,7,,4.325,#REF!
4.326,6,7,5,18,,4.326,#REF!
4.327,4,13,1,18,,4.327,#REF!
4.328,2,4,3,9,,4.328,#REF!
4.329,2,2,4,8,,4.329,#REF!
4.33,7,,10,17,,4.33,#REF!
4.331,2,7,6,15,,4.331,#REF!
4.332,3,5,3,11,,4.332,#REF!
4.333,5,3,3,11,,4.333,#REF!
4.334,,1,2,3,,4.334,#REF!
4.335,3,3,4,10,,4.335,#REF!
4.336,,,2,2,,4.336,#REF!
4.337,4,2,8,14,,4.337,#REF!
4.338,2,7,5,14,,4.338,#REF!
4.339,3,3,2,8,,4.339,#REF!
4.34,,6,4,10,,4.34,#REF!
4.341,2,2,2,6,,4.341,#REF!
4.342,3,6,4,13,,4.342,#REF!
4.343,4,,6,10,,4.343,#REF!
4.344,,1,1,2,,4.344,#REF!
4.345,2,5,3,10,,4.345,#REF!
4.346,4,2,5,11,,4.346,#REF!
4.347,2,3,3,8,,4.347,#REF!
4.348,2,3,3,8,,4.348,#REF!
4.349,5,1,6,12,,4.349,#REF!
4.35,2,2,1,5,,4.35,#REF!
4.351,2,4,6,12,,4.351,#REF!
4.352,4,3,7,14,,4.352,#REF!
4.353,4,7,3,14,,4.353,#REF!
4.354,3,4,7,14,,4.354,#REF!
4.355,2,3,2,7,,4.355,#REF!
4.356,,4,3,7,,4.356,#REF!
4.357,4,2,4,10,,4.357,#REF!
4.358,2,6,6,14,,4.358,#REF!
4.359,2,5,4,11,,4.359,#REF!
4.36,4,,3,7,,4.36,#REF!
4.361,2,4,4,10,,4.361,#REF!
4.362,1,5,1,7,,4.362,#REF!
4.363,4,3,5,12,,4.363,#REF!
4.364,4,7,11,22,,4.364,#REF!
4.365,4,6,2,12,,4.365,#REF!
4.366,1,3,6,10,,4.366,#REF!
4.367,3,1,3,7,,4.367,#REF!
4.368,1,2,2,5,,4.368,#REF!
4.369,3,1,5,9,,4.369,#REF!
4.37,2,3,3,8,,4.37,#REF!
4.371,3,,5,8,,4.371,#REF!
4.372,1,6,9,16,,4.372,#REF!
4.373,2,1,5,8,,4.373,#REF!
4.374,1,3,6,10,,4.374,#REF!
4.375,6,6,10,22,,4.375,#REF!
4.376,1,7,1,9,,4.376,#REF!
4.377,4,2,4,10,,4.377,#REF!
4.378,5,4,12,21,,4.378,#REF!
4.379,1,1,4,6,,4.379,#REF!
4.38,1,,5,6,,4.38,#REF!
4.381,2,3,15,20,,4.381,#REF!
4.382,5,2,13,20,,4.382,#REF!
4.383,1,1,4,6,,4.383,#REF!
4.384,6,6,1,13,,4.384,#REF!
4.385,5,4,9,18,,4.385,#REF!
4.386,5,2,8,15,,4.386,#REF!
4.387,6,5,9,20,,4.387,#REF!
4.388,1,2,4,7,,4.388,#REF!
4.389,6,5,5,16,,4.389,#REF!
4.39,3,1,4,8,,4.39,#REF!
4.391,1,5,9,15,,4.391,#REF!
4.392,3,1,1,5,,4.392,#REF!
4.393,1,2,4,7,,4.393,#REF!
4.394,5,12,6,23,,4.394,#REF!
4.395,3,4,11,18,,4.395,#REF!
4.396,2,3,13,18,,4.396,#REF!
4.397,3,7,10,20,,4.397,#REF!
4.398,2,2,6,10,,4.398,#REF!
4.399,5,4,6,15,,4.399,#REF!
4.4,1,7,5,13,,4.4,#REF!
4.401,2,3,5,10,,4.401,#REF!
4.402,4,3,9,16,,4.402,#REF!
4.403,5,6,6,17,,4.403,#REF!
4.404,4,2,12,18,,4.404,#REF!
4.405,1,5,6,12,,4.405,#REF!
4.406,1,7,3,11,,4.406,#REF!
4.407,3,4,8,15,,4.407,#REF!
4.408,3,3,14,20,,4.408,#REF!
4.409,5,5,10,20,,4.409,#REF!
4.41,2,5,17,24,,4.41,#REF!
4.411,11,5,12,28,,4.411,#REF!
4.412,2,1,4,7,,4.412,#REF!
4.413,4,4,6,14,,4.413,#REF!
4.414,2,3,4,9,,4.414,#REF!
4.415,3,6,6,15,,4.415,#REF!
4.416,3,1,5,9,,4.416,#REF!
4.417,8,4,13,25,,4.417,#REF!
4.418,7,2,12,21,,4.418,#REF!
4.419,4,3,9,16,,4.419,#REF!
4.42,1,2,6,9,,4.42,#REF!
4.421,6,8,8,22,,4.421,#REF!
4.422,3,2,10,15,,4.422,#REF!
4.423,1,4,6,11,,4.423,#REF!
4.424,7,,5,12,,4.424,#REF!
4.425,6,2,6,14,,4.425,#REF!
4.426,9,6,17,32,,4.426,#REF!
4.427,3,3,12,18,,4.427,#REF!
4.428,7,4,8,19,,4.428,#REF!
4.429,8,1,9,18,,4.429,#REF!
4.43,2,4,3,9,,4.43,#REF!
4.431,3,4,8,15,,4.431,#REF!
4.432,6,1,5,12,,4.432,#REF!
4.433,5,4,17,26,,4.433,#REF!
4.434,9,7,10,26,,4.434,#REF!
4.435,1,3,10,14,,4.435,#REF!
4.436,6,3,7,16,,4.436,#REF!
4.437,1,5,5,11,,4.437,#REF!
4.438,10,4,110,124,,4.438,#REF!
4.439,2,2,6,10,,4.439,#REF!
4.44,6,6,10,22,,4.44,#REF!
4.441,2,7,2,11,,4.441,#REF!
4.442,17,6,13,36,,4.442,#REF!
4.443,2,1,5,8,,4.443,#REF!
4.444,7,2,8,17,,4.444,#REF!
4.445,5,5,9,19,,4.445,#REF!
4.446,5,4,5,14,,4.446,#REF!
4.447,5,14,9,28,,4.447,#REF!
4.448,3,,14,17,,4.448,#REF!
4.449,7,6,15,28,,4.449,#REF!
4.45,4,10,16,30,,4.45,#REF!
4.451,2,2,6,10,,4.451,#REF!
4.452,2,6,8,16,,4.452,#REF!
4.453,8,2,9,19,,4.453,#REF!
4.454,7,2,18,27,,4.454,#REF!
4.455,1,7,13,21,,4.455,#REF!
4.456,4,2,13,19,,4.456,#REF!
4.457,6,9,11,26,,4.457,#REF!
4.458,2,5,8,15,,4.458,#REF!
4.459,3,6,7,16,,4.459,#REF!
4.46,8,9,10,27,,4.46,#REF!
4.461,3,1,6,10,,4.461,#REF!
4.462,2,6,7,15,,4.462,#REF!
4.463,1,10,10,21,,4.463,#REF!
4.464,13,2,10,25,,4.464,#REF!
4.465,2,3,7,12,,4.465,#REF!
4.466,,4,16,20,,4.466,#REF!
4.467,4,7,4,15,,4.467,#REF!
4.468,2,3,8,13,,4.468,#REF!
4.469,3,9,6,18,,4.469,#REF!
4.47,8,11,8,27,,4.47,#REF!
4.471,11,5,27,43,,4.471,#REF!
4.472,10,12,23,45,,4.472,#REF!
4.473,3,6,13,22,,4.473,#REF!
4.474,6,9,4,19,,4.474,#REF!
4.475,2,,4,6,,4.475,#REF!
4.476,5,4,17,26,,4.476,#REF!
4.477,3,6,6,15,,4.477,#REF!
4.478,6,1,13,20,,4.478,#REF!
4.479,7,4,8,19,,4.479,#REF!
4.48,3,3,4,10,,4.48,#REF!
4.481,7,5,13,25,,4.481,#REF!
4.482,3,1,7,11,,4.482,#REF!
4.483,7,4,5,16,,4.483,#REF!
4.484,6,13,6,25,,4.484,#REF!
4.485,8,6,11,25,,4.485,#REF!
4.486,10,11,17,38,,4.486,#REF!
4.487,13,9,27,49,,4.487,#REF!
4.488,8,5,8,21,,4.488,#REF!
4.489,4,13,21,38,,4.489,#REF!
4.49,7,2,6,15,,4.49,#REF!
4.491,5,12,4,21,,4.491,#REF!
4.492,6,5,10,21,,4.492,#REF!
4.493,7,5,17,29,,4.493,#REF!
4.494,5,10,24,39,,4.494,#REF!
4.495,8,5,16,29,,4.495,#REF!
4.496,5,7,10,22,,4.496,#REF!
4.497,7,3,10,20,,4.497,#REF!
4.498,5,4,9,18,,4.498,#REF!
4.499,9,11,6,26,,4.499,#REF!
4.5,10,9,9,28,,4.5,#REF!
4.501,5,12,10,27,,4.501,#REF!
4.502,4,3,11,18,,4.502,#REF!
4.503,7,7,11,25,,4.503,#REF!
4.504,4,2,7,13,,4.504,#REF!
4.505,13,3,17,33,,4.505,#REF!
4.506,8,6,10,24,,4.506,#REF!
4.507,3,5,10,18,,4.507,#REF!
4.508,13,8,19,40,,4.508,#REF!
4.509,7,3,12,22,,4.509,#REF!
4.51,2,2,9,13,,4.51,#REF!
4.511,7,3,6,16,,4.511,#REF!
4.512,8,5,5,18,,4.512,#REF!
4.513,3,3,11,17,,4.513,#REF!
4.514,7,3,14,24,,4.514,#REF!
4.515,7,3,1,11,,4.515,#REF!
4.516,7,10,11,28,,4.516,#REF!
4.517,6,7,9,22,,4.517,#REF!
4.518,3,5,12,20,,4.518,#REF!
4.519,8,6,11,25,,4.519,#REF!
4.52,7,3,7,17,,4.52,#REF!
4.521,6,8,8,22,,4.521,#REF!
4.522,8,1,11,20,,4.522,#REF!
4.523,2,7,12,21,,4.523,#REF!
4.524,3,8,9,20,,4.524,#REF!
4.525,5,,7,12,,4.525,#REF!
4.526,10,,8,18,,4.526,#REF!
4.527,4,2,10,16,,4.527,#REF!
4.528,7,3,10,20,,4.528,#REF!
4.529,6,8,19,33,,4.529,#REF!
4.53,4,3,15,22,,4.53,#REF!
4.531,3,2,10,15,,4.531,#REF!
4.532,2,5,9,16,,4.532,#REF!
4.533,3,3,7,13,,4.533,#REF!
4.534,3,7,16,26,,4.534,#REF!
4.535,3,4,9,16,,4.535,#REF!
4.536,5,6,13,24,,4.536,#REF!
4.537,3,3,10,16,,4.537,#REF!
4.538,6,21,16,43,,4.538,#REF!
4.539,3,5,15,23,,4.539,#REF!
4.54,7,10,10,27,,4.54,#REF!
4.541,8,9,10,27,,4.541,#REF!
4.542,1,7,7,15,,4.542,#REF!
4.543,3,4,10,17,,4.543,#REF!
4.544,5,4,14,23,,4.544,#REF!
4.545,5,7,16,28,,4.545,#REF!
4.546,6,4,8,18,,4.546,#REF!
4.547,6,6,13,25,,4.547,#REF!
4.548,12,5,14,31,,4.548,#REF!
4.549,2,3,8,13,,4.549,#REF!
4.55,2,4,9,15,,4.55,#REF!
4.551,6,5,17,28,,4.551,#REF!
4.552,1,4,4,9,,4.552,#REF!
4.553,5,4,16,25,,4.553,#REF!
4.554,7,8,25,40,,4.554,#REF!
4.555,9,5,6,20,,4.555,#REF!
4.556,3,5,17,25,,4.556,#REF!
4.557,5,7,13,25,,4.557,#REF!
4.558,3,6,10,19,,4.558,#REF!
4.559,11,4,16,31,,4.559,#REF!
4.56,4,4,13,21,,4.56,#REF!
4.561,4,5,15,24,,4.561,#REF!
4.562,6,18,7,31,,4.562,#REF!
4.563,6,15,8,29,,4.563,#REF!
4.564,7,6,15,28,,4.564,#REF!
4.565,5,3,9,17,,4.565,#REF!
4.566,8,10,17,35,,4.566,#REF!
4.567,4,6,7,17,,4.567,#REF!
4.568,5,1,10,16,,4.568,#REF!
4.569,2,,18,20,,4.569,#REF!
4.57,11,4,15,30,,4.57,#REF!
4.571,5,9,11,25,,4.571,#REF!
4.572,8,7,16,31,,4.572,#REF!
4.573,4,5,7,16,,4.573,#REF!
4.574,6,7,14,27,,4.574,#REF!
4.575,8,2,18,28,,4.575,#REF!
4.576,7,5,7,19,,4.576,#REF!
4.577,4,2,13,19,,4.577,#REF!
4.578,5,5,18,28,,4.578,#REF!
4.579,5,2,6,13,,4.579,#REF!
4.58,3,4,15,22,,4.58,#REF!
4.581,10,6,14,30,,4.581,#REF!
4.582,4,7,10,21,,4.582,#REF!
4.583,5,2,8,15,,4.583,#REF!
4.584,3,3,11,17,,4.584,#REF!
4.585,3,6,7,16,,4.585,#REF!
4.586,3,3,10,16,,4.586,#REF!
4.587,2,5,10,17,,4.587,#REF!
4.588,7,3,6,16,,4.588,#REF!
4.589,7,12,7,26,,4.589,#REF!
4.59,4,2,11,17,,4.59,#REF!
4.591,4,1,9,14,,4.591,#REF!
4.592,9,4,8,21,,4.592,#REF!
4.593,3,5,7,15,,4.593,#REF!
4.594,4,2,10,16,,4.594,#REF!
4.595,2,2,6,10,,4.595,#REF!
4.596,5,3,11,19,,4.596,#REF!
4.597,7,7,5,19,,4.597,#REF!
4.598,5,3,7,15,,4.598,#REF!
4.599,4,2,3,9,,4.599,#REF!
4.6,7,1,7,15,,4.6,#REF!
4.601,2,1,11,14,,4.601,#REF!
4.602,3,10,5,18,,4.602,#REF!
4.603,3,4,14,21,,4.603,#REF!
4.604,1,2,7,10,,4.604,#REF!
4.605,4,3,5,12,,4.605,#REF!
4.606,1,4,6,11,,4.606,#REF!
4.607,1,4,10,15,,4.607,#REF!
4.608,4,2,7,13,,4.608,#REF!
4.609,5,3,9,17,,4.609,#REF!
4.61,6,7,7,20,,4.61,#REF!
4.611,3,3,5,11,,4.611,#REF!
